Id_Prorroga,Id_Contrato,No_Prorroga,Dias_Recorrer,Fecha_Nueva,Porcentaje,Justificacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Termino_Ultima_Anterior
85,96,2,14,24/11/2017 00:00,10,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORROGA,25/10/2017 00:00,02 PR/414/17,31/10/2017 00:00,,10/11/2017 00:00
86,180,1,15,31/10/2017 00:00,15,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1RAPRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N ,16/10/2017 00:00,DGOP/CT/PR/393/17,19/10/2017 00:00,S7N,16/10/2017 00:00
87,196,1,12,20/10/2017 00:00,13,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,05/10/2017 00:00,01 PR/360/17,11/10/2017 00:00,,08/10/2017 00:00
88,261,1,14,11/11/2017 00:00,13,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,27/10/2017 00:00,01 PR/426/17,03/11/2017 00:00,,28/10/2017 00:00
89,168,1,10,23/11/2017 00:00,9,PRORROGA,S/N,13/11/2017 00:00,DGOP/CT/PR/468/17,17/11/2017 00:00,TERE,13/11/2017 00:00
90,310,2,9,15/12/2017 00:00,11,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,06/12/2017 00:00,02 PR/513/17,13/12/2017 00:00,,06/12/2017 00:00
91,247,1,15,04/12/2017 00:00,15,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,17/11/2017 00:00,01 PR/477/17,23/11/2017 00:00,,19/11/2017 00:00
92,331,1,39,16/01/2018 00:00,33,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,08/12/2017 00:00,01 PR/517/17,14/12/2017 00:00,,08/12/2017 00:00
93,180,2,20,20/11/2017 00:00,20,RETRASO EN LA ENTREGA DE PROYECTOS DE ALUMBRADO PUBLICO Y SEÑALIZACIÓN,S/N 2A PRÓRROGA,31/10/2017 00:00,DGOP/CT/PR/441/17,06/11/2017 00:00,,31/10/2017 00:00
94,13,1,48,30/09/2017 00:00,33,"INDICACIONES POR TRANSITO MPAL, INTERCONEXIONES DE SAPAL",S/N 1A PRÓRROGA,10/07/2017 00:00,DGOP/CT/PR/17,14/07/2017 00:00,,13/08/2017 00:00
95,13,2,37,06/11/2017 00:00,26,"LLUVIAS, ENTREGA TARDIA DEL PROYECTO DE VOZ Y DATOS",S/N 2A PR,18/09/2017 00:00,DGOP/CT/PR/312/17,22/09/2017 00:00,,30/09/2017 00:00
96,454,1,31,30/01/2018 00:00,62,tiempo por venta de diciembre ,S/N 1A PRORROGA ,04/12/2017 00:00,DGOP/ST/PR/510/17,08/12/2017 00:00,,30/12/2017 00:00
97,221,1,28,14/12/2017 00:00,29,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,16/11/2017 00:00,02 PR/470/17,22/11/2017 00:00,,16/11/2017 00:00
98,405,1,19,18/01/2018 00:00,21,"POR LAS OBRAS DE REDIRECCION RED ALIM Y DISTR DE GAS NATURAL, RENIV  Y ADEC. DE LAS MISMAS",S/N 1A PROORROGA,17/11/2017 00:00,DGOP/CT/PR/472/17,23/11/2017 00:00,,30/12/2017 00:00
99,224,1,12,16/11/2017 00:00,13,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,20/10/2017 00:00,01 PR/411/17,25/10/2017 00:00,,04/11/2017 00:00
100,288,1,31,23/11/2017 00:00,57,AUTORIZACIÓN POR PARTE DE DIR DESARROLLO URBANO LA TRAZA DE CAM ALFARO Y PENDIENTE RESPUESTA POR DIR DE MOVILIDAD A ESPECIFIQUE TRÁNSITO INDUCIDO,S/N,05/10/2017 00:00,DGOP/ML/2028/17,13/10/2017 00:00,,23/10/2017 00:00
101,192,2,21,19/11/2017 00:00,30,LLUVIAS Y POR CAMBIOS EN SAPAL,S/N 2A PRORROGA,27/10/2017 00:00,DGOP/CT/PR/424/17,03/11/2017 00:00,,29/10/2017 00:00
102,204,1,26,06/12/2017 00:00,22,DIAS AFECTADOS Y RETRASADOS POR LLUVIAS ,S/N 1A PRORROGA,30/10/2017 00:00,DGO/CT/PR/433/17,03/11/2017 00:00,,10/11/2017 00:00
103,240,1,21,11/12/2017 00:00,19,POR MOTIVO DE LLUVIAS QUE AFECTAN LA OBRA ,S/N 1A PRORROGA,17/11/2017 00:00,DGOP/CT/PR/474/17,23/11/2017 00:00,,20/11/2017 00:00
104,185,2,41,20/12/2017 00:00,34,"RIESGOS DE IMPREGNACIONES EN OBRA (CAPTURA ERRONEA DE OTRO USUARIO, MOTIVO Y FECHA SE DETECTA 1/MARZO/18 Y SE CORRIGE)",,,,,,
,,,,,,,,,,,,
RESPUESTA DE IMPACTO AMBIENTAL QUE AFECTO LOS TRABAJOS.,S/N PRORR,30/11/2017 00:00,DGOP/CT/PR/495/17,05/12/2017 00:00,,09/11/2017 00:00,,,,,,
105,525,1,25,20/01/2018 00:00,46,"CAMBIOS Y ADECUACIONES AL PROY, VOLUMENES EXCEDENTES Y CONCEPTOS FUERA DE CATALOGO.",S/N 1A PRORROGA,22/12/2017 00:00,DGOP/CT/PR/540/17,20/01/2018 00:00,,26/12/2017 00:00
106,235,1,14,04/12/2017 00:00,13,LLUVIAS Y TRABAJOS DE GAS NATURAL,S/N 1A PRORROGA,31/10/2017 00:00,DGOP/CT/PR/438/17,06/11/2017 00:00,,20/11/2017 00:00
107,408,1,22,16/01/2018 00:00,32,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,21/12/2017 00:00,01 PR/525/17,28/12/2017 00:00,,25/12/2017 00:00
108,448,1,24,13/02/2018 00:00,35,"a partir del 15 de dic OBSTRUYEN ACCESO AL MERCADO LOS PUESTOS AMBULANTES, RETRASANDO LOS TRABAJOS EN EXTERIOR",S/N  1A PRORR,01/12/2017 00:00,DGOP/CT/PR/502/17,06/12/2017 00:00,,20/01/2018 00:00
109,19,2,16,16/12/2017 00:00,10,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,28/11/2017 00:00,02 PR/489/17,04/12/2017 00:00,,30/11/2017 00:00
110,189,1,20,29/11/2017 00:00,21,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,08/11/2017 00:00,01 PR/456/17,13/11/2017 00:00,,09/11/2017 00:00
111,249,1,36,31/01/2018 00:00,26,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,22/12/2017 00:00,01 PR/537/17,28/12/2017 00:00,,26/12/2017 00:00
112,20,2,121,01/04/2018 00:00,50,FALTA DE RESPUESTA POR PARTE DE SOP PARA LA VALIDACIÓN DEL PROYECTO GEOMÉTRICO Y PODER CONTINUAR CON EL RESTO DE LOS PROYECTOS EJECUTIVOS,S/N,16/01/2018 00:00,DGOP/0090/2018,22/01/2018 00:00,Ninguna,01/12/2017 00:00
113,308,1,24,31/10/2017 00:00,44,DEMORA EN REVISIONES DE SEÑALAMIENTOS POR PARTE DE LA DIRECCIÓN ING. DE TRANSITO MUNICIPAL,S/N,05/10/2017 00:00,DGOP/ML/1860/2017,05/10/2017 00:00,,07/10/2017 00:00
114,360,1,21,13/12/2017 00:00,39,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,22/11/2017 00:00,01 PR/483/17,28/11/2017 00:00,,22/11/2017 00:00
115,157,1,47,25/01/2018 00:00,28,SE ANEXA AUTORIZACION DE CONVENIO ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,08/12/2017 00:00,01 PR/514/17,14/12/2017 00:00,,09/12/2017 00:00
116,230,1,15,15/01/2018 00:00,13,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,29/12/2017 00:00,01 PR/546/17,04/01/2018 00:00,,31/12/2017 00:00
117,478,1,31,29/01/2018 00:00,58,"ENTREGA TARDÍA DE INVENTARIOS DE SAPAL, Y REVISIONES",FO-DGOP/DSU-07,21/12/2017 00:00,DICTAMEN DE JUSTIFICACION,21/12/2017 00:00,NINGUNA,29/12/2017 00:00
118,361,2,70,13/01/2018 00:00,130,ENTREGA DE TRAZO TARDÍO  POR PARTE DE DESARROLLO URBANO,FORMATO,15/12/2017 00:00,DGOP/DPYP/3708/2017,15/12/2017 00:00,NINGUNA,04/11/2017 00:00
119,277,1,25,10/11/2017 00:00,46,demora en revision y autorizacion de proyectos de señalamiento por parte de Ing. de Transito Municipal,solicitud convenio modificatorio,11/10/2017 00:00,DGOP/ML/1861/2017,11/10/2017 00:00,ninguna,16/10/2017 00:00
120,385,1,30,15/02/2018 00:00,34,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,15/01/2018 00:00,01 PR/018/18,22/01/2018 00:00,,16/01/2018 00:00
121,384,1,14,06/02/2018 00:00,15,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,22/01/2018 00:00,01 PR/039/18,26/01/2018 00:00,,23/01/2018 00:00
122,603,1,21,10/02/2018 00:00,36,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,16/01/2018 00:00,01 PR/024/18,24/01/2018 00:00,,20/01/2018 00:00
123,604,1,21,10/02/2018 00:00,36,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,16/01/2018 00:00,01 PR/024/18,24/01/2018 00:00,,20/01/2018 00:00
124,605,1,21,10/02/2018 00:00,36,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,16/01/2018 00:00,01 PR/024/18,24/01/2018 00:00,,20/01/2018 00:00
125,524,1,30,05/02/2018 00:00,100,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,05/01/2018 00:00,01 PR/006/18,12/01/2018 00:00,,06/01/2018 00:00
126,461,1,15,14/01/2018 00:00,30,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,28/12/2017 00:00,01 PR/543/17,03/01/2018 00:00,,30/12/2017 00:00
127,157,2,35,01/03/2018 00:00,21,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2DA PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,25/01/2018 00:00,01 PR/058/18,31/01/2018 00:00,,25/01/2018 00:00
128,249,2,45,17/03/2018 00:00,33,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2DA PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,17/01/2018 00:00,02 PR/022/18,23/01/2018 00:00,,31/01/2018 00:00
129,472,1,6,16/01/2018 00:00,8,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,09/01/2018 00:00,01 PR/003/18,16/01/2018 00:00,,10/01/2018 00:00
130,40,2,12,17/11/2017 00:00,11,LLUVIAS,S/N PRORR,03/11/2017 00:00,DGOP/CT/PR/450/17,09/11/2017 00:00,,05/11/2017 00:00
131,225,1,52,13/02/2018 00:00,42,"INCREMENTO METAS, PERMISO ALTA TENSION Y FIESTAS DECEMBRINAS ",,,,,,
,S/N PRORR,21/12/2017 00:00,DGOP/CT/PR/529/17,28/12/2017 00:00,,23/12/2017 00:00,,,,,,
132,428,1,41,28/02/2018 00:00,47,SE COLAPSO DRENAJE SANITARIO Y GENERO  VOLUMNES EXCEDENTES ,,,,,,
,S/N PRORR,11/01/2018 00:00,DGOP/CT/PR/009/18,18/01/2018 00:00,,18/01/2018 00:00,,,,,,
133,453,1,32,31/01/2018 00:00,47,"AMPLIACION DE METAS, VOLUMNES EXCEDENTES Y FUERA DE CATALOGO",S/N PRORR,01/12/2017 00:00,DGOP/CT/PR/503/17,06/12/2017 00:00,,30/12/2017 00:00
134,453,2,24,24/02/2018 00:00,35,AMPLIACION DE METAS Y FUERA DE CATALOGO,S/N PRORR,29/01/2018 00:00,DGOP/CT/PR/063/18,02/02/2018 00:00,,31/01/2018 00:00
135,436,1,21,19/02/2018 00:00,25,PRUEBA DE CALIDAD DE AGUA REPROGRAMADA POR SAPAL ,S/N PRORR,25/01/2018 00:00,DGOP/CT/PR/057/18,31/01/2018 00:00,,29/01/2018 00:00
136,441,1,21,09/02/2018 00:00,25,DIFERENCIA EN PROYECTO CON LOS NIVELES EN LA PLANTA GEOMETRICA ,,,,,,
,S/N PRORR,22/12/2017 00:00,DGOP/CT/PR/531/17,28/12/2017 00:00,,19/01/2018 00:00,,,,,,
137,442,1,21,09/02/2018 00:00,25,DIFERENCIA EN PROYECTO CON LOS NIVELES EN LA PLANTA GEOMETRICA ,S/N PRORR,22/12/2017 00:00,DGOP/CT/PR/531/17,28/12/2017 00:00,,19/01/2018 00:00
138,441,2,14,23/02/2018 00:00,17,ENTREGA TARDIA DE PROYECTO DE ALUMBRADO PUBLICO Y FALTA DE AUTORIZACION DE SAPAL PARA INTERCONEXION ,,,,,,
,S/N PRORR,08/02/2018 00:00,DGOP/CT/PR/099/18,14/02/2018 00:00,,09/02/2018 00:00,,,,,,
139,442,2,14,23/02/2018 00:00,17,ENTREGA TARDIA DE PROYECTO DE ALUMBRADO PUBLICO Y FALTA DE AUTORIZACION DE SAPAL PARA INTERCONEXION ,S/N PRORR,08/02/2018 00:00,DGOP/CT/PR/099/18,14/02/2018 00:00,,09/02/2018 00:00
140,243,1,18,20/12/2017 00:00,22,FUERA DE CATALOGO Y LLUVIA ,S/N PRORR,01/12/2017 00:00,DGOP/CT/PR/498/17,06/12/2017 00:00,,02/12/2017 00:00
141,454,2,18,17/02/2018 00:00,36,"NO SE RESPETARON LAS HORAS DE LOS CIERRES DE LOS LOCALES PARA TRABAJOS NOCTURNOS, VOLUMENES EXCEDENTES Y CONCEPTOS FUERA DE CATALOGO",,,,,,
,,,,,,,,,,,,
,S/N PRORR,26/01/2018 00:00,DGOP/CT/PR/060/18,01/02/2018 00:00,,30/01/2018 00:00,,,,,,
142,420,1,25,02/03/2018 00:00,27,EXCAVACION A MANO PARA LIBRAR LINEAS DE TELMEX Y GAS NATURAL Y EL DIA DE TIANGUIS ,S/N PRORR,02/02/2018 00:00,DGOP/CT/PR/081/18,09/02/2018 00:00,,05/02/2018 00:00
143,458,1,27,16/02/2018 00:00,40,POR PUESTOS AMBULANTES ALREDEDOR DEL MERCADO ,,,,,,
,S/N PRORR,01/12/2017 00:00,DGOP/CT/PR/501/17,06/12/2017 00:00,,20/01/2018 00:00,,,,,,
144,401,1,21,16/02/2018 00:00,24,"SE REALIZO OTRO DRENAJE ALTERNO, FUGA DE SAPAL, PERMISO DE TRANSITO  Y CAMBIO DE ESPECIFICACIONES ",,,,,,
,S/N PRORR,24/01/2018 00:00,DGOP/CT/PR/054/18,30/01/2018 00:00,,26/01/2018 00:00,,,,,,
145,401,2,21,09/03/2018 00:00,24,FALTA DE CONEXIÓN POR PARTE DE SAPAL Y LINEAS DE GAS NATURAL,,,,,,
,,,,,,,,,,,,
,S/N PRORR,15/02/2018 00:00,DGOP/CT/PR/117/18,22/02/2018 00:00,,16/02/2018 00:00,,,,,,
146,407,1,42,06/03/2018 00:00,46,VOLUMENES EXCEDENTES Y  TUBERIA DE ACERO PENDIENTE POR DEFINIR,,,,,,
,S/N PRORR,23/01/2018 00:00,DGOP/CT/PR/045/18,29/01/2018 00:00,,23/01/2018 00:00,,,,,,
147,467,1,35,28/02/2018 00:00,39,"VOLUMENES EXCEDENTES, FALTA DE LIBRANZA DE CFE, CAMBIO ESTRUCTURA DE PAVIMENTOS Y SAPAL ",,,,,,
,S/N PRORR,16/01/2018 00:00,DGOP/CT/PR/021/18,23/01/2018 00:00,,24/01/2018 00:00,,,,,,
148,450,1,11,31/01/2018 00:00,14,VOLUMENES EXCEDENTES Y FALTA DE DISPOSICION DE SITIO POR FECHAS DECEMBRINAS,,,,,,
,S/N PRORR,19/01/2018 00:00,DGOP/CT/PR/036/18,24/01/2018 00:00,,20/01/2018 00:00,,,,,,
149,385,2,22,09/03/2018 00:00,25,PROGRAMACION DE PRUEBAS DE SAPAL ,S/N PRORR,15/02/2018 00:00,DGOP/CT/PR/114/18,22/02/2018 00:00,,15/02/2018 00:00
150,170,1,20,29/12/2017 00:00,17,"AMPLIACION DE METAS, RENIVELACION DE CAJAS FUERA DE CATALOGO ",,,,,,
,S/N PRORR,08/12/2017 00:00,DGOP/CT/PR/516/17,14/12/2017 00:00,,09/12/2017 00:00,,,,,,
151,637,1,28,02/03/2018 00:00,56,MODIFICACIÓN DE ALCANCE DE OBRAS POR AJUSTE EN EL PRESUPUESTO,S/N PRORR,02/02/2018 00:00,DGOP/CT/PR/091/18,09/02/2018 00:00,,02/02/2018 00:00
152,362,1,50,24/12/2017 00:00,93,entrega de la fecha de traza autorizada por desarrollo urbano,solicitud convenio modificatorio,30/10/2017 00:00,dgop/3293/17,30/10/2017 00:00,ninguna,04/11/2017 00:00
153,701,1,50,10/04/2018 00:00,57,PRORROGA Y REPROGRAMCION POR VOLUMES EXCEDENTES Y  AUTORIZACIÓN TRANSITO MUNICIPAL PARA DESVIO DE TRANSPORTE PUBLICO,,,,,,
,S/N PRORR,12/02/2018 00:00,DGOP/CT/PR/108/18,16/02/2018 00:00,,19/02/2018 00:00,,,,,,
154,523,1,33,24/02/2018 00:00,54,POR PUESTOS AMBULANTES ALREDEDOR DEL MERCADO ,,,,,,
,S/N PRORR,01/12/2017 00:00,DGOP/CT/PR/507/17,06/12/2017 00:00,,22/01/2018 00:00,,,,,,
155,523,2,21,17/03/2018 00:00,34,CAMBIO DE CANALIZACIÓN DE ELECTRIFICACIÓN Y RELOCALIZACIÓN DE MEDIDORES DE CFE ,S/N PRORR,23/02/2018 00:00,DGOP/CT/PR/135/18,28/02/2018 00:00,,24/02/2018 00:00
156,524,2,29,06/03/2018 00:00,97,"VOL EXC. EN EXCAVACION ACARREOS, CANALONES PARA ESTRUCTURA, LAMINA EN CUBIERTA Y SUMINISTRO Y HABILITADO DE ACERO",,,,,,
,S/N PRORR,02/02/2018 00:00,DGOP/CT/PR/090/18,09/02/2018 00:00,,05/02/2018 00:00,,,,,,
157,400,1,28,03/03/2018 00:00,32,"PERMISO DE MOV, REPROGRAMACION DE PRUEBA DE CAL DE AGUA SEGUNDA PR",,,,,,
,S/N PRORR,02/02/2018 00:00,DGOP/CT/PR/087/18,09/02/2018 00:00,,03/02/2018 00:00,,,,,,
158,363,1,13,10/03/2018 00:00,9,FUERAS DE CATALOGO,S/N PRORR,23/02/2018 00:00,DGOP/CT/PR/129/18,28/02/2018 00:00,,25/02/2018 00:00
159,524,3,16,22/03/2018 00:00,53,tercer prorroga,,,,,,
,S/N PRORR,02/03/2018 00:00,DGOP/CT/PR/147/18,08/03/2018 00:00,,06/03/2018 00:00,,,,,,
160,382,1,85,14/04/2018 00:00,92,"AMPL. DE METAS. VOL EXC EN LINEA DE DRENAJE, DESCARGAS DOM. Y PAVIMENTO",S/N PRORR,02/01/2018 00:00,DGOP/CT/PR/001/18,08/01/2018 00:00,,19/01/2018 00:00
161,458,2,50,07/04/2018 00:00,74,AMPLAICION DE METAS ,S/N PRORR,16/02/2018 00:00,DGOP/CT/PR/124/18,23/02/2018 00:00,,16/02/2018 00:00
162,637,2,29,31/03/2018 00:00,58,FUERA DE CATALOGO ,S/N PRORR,02/03/2018 00:00,DGOP/CT/PR/150/18,08/03/2018 00:00,,02/03/2018 00:00
163,702,1,52,25/03/2018 00:00,130,VOLUMENES EXCEDENTES ,S/N PRORR,01/02/2018 00:00,DGOP/CT/PR/079/18,08/02/2018 00:00,,01/02/2018 00:00
164,448,2,35,20/03/2018 00:00,51,"MOD. AL PROYECTO, CONCEPTOS FUERA DE CAT Y VOLUMENES EXCEDENTES ",S/N PRORR,13/02/2018 00:00,DGOP/CT/PR/111/18,16/02/2018 00:00,,13/02/2018 00:00
165,448,3,31,20/04/2018 00:00,46,LIBRANZAS DE CFE Y MARTES DE TIANGUIS,S/N PRORR,20/03/2018 00:00,DGOP/CT/PR/192/18,23/03/2018 00:00,,20/03/2018 00:00
166,443,1,29,24/02/2018 00:00,32,"MOD AL PROY, UBICACIÓN DE MURO DE MAMPOSTEO E INSEGURIDAD DE LA OBRA A PERSONAL ",S/N 1A PRORROGA,26/01/2018 00:00,DGOP/CT/PR/061/18,01/02/2018 00:00,SE ENVÍA A EXPEDIENTE UNITARIO,26/01/2018 00:00
167,643,1,47,21/05/2018 00:00,41,POR FRACCIONAR EN DOS PARTES EL AREA DE TRABAJO POR INSTRUCCIONES DE TRANSITO MPAL.,S/N PRORROGA,29/01/2018 00:00,DGOP/CT/PR/067/18,02/02/2018 00:00,SE ENVÍA A EXPEDIENTE UNITARIO,04/04/2018 00:00
168,167,3,25,05/01/2018 00:00,21,MODIFICACIÓN DE METAS Y VOLÚMENES EXCEDENTES,,,,,,
,S/N PRORR,11/12/2017 00:00,DGOP/CT/515/17,14/12/2017 00:00,,11/12/2017 00:00,,,,,,
169,693,1,18,06/04/2018 00:00,34,SOLO SE PUEDE TRABAJAR DE LUNES A VIERNES ,,,,,,
,S/N PRORR,16/03/2018 00:00,DGOP/CT/PR/180/18,21/03/2018 00:00,,19/03/2018 00:00,,,,,,
170,553,1,46,09/03/2018 00:00,51,"AMPLIACIÓN DE METAS DRENAJE SANITARIO, PLUVIAL Y AGUA POTABLE",,,,,,
,S/N PRORR,15/01/2018 00:00,DGOP/CT/PR/015/18,22/01/2018 00:00,,22/01/2018 00:00,,,,,,
171,553,2,61,09/05/2018 00:00,67,AMPLIACIÓN DE METAS DEL CADENAMIENTO,,,,,,
,,,,,,,,,,,,
,S/N PRORR,09/03/2018 00:00,DGOP/CT/PR/166/18,15/03/2018 00:00,,09/03/2018 00:00,,,,,,
172,490,1,56,28/04/2018 00:00,55,"PISOS, APLANADOS, IMPERMEABILIZACIÓN, RECONSTRUCCIÓN DE MUROS, VIGUERÍAS Y RECUBRIMIENTO DE CÚPULA",,,,,,
,,,,,,,,,,,,
,S/N PRORR,01/03/2018 00:00,DGOP/CT/PR/141/18,07/03/2018 00:00,,03/03/2018 00:00,,,,,,
173,249,3,49,05/05/2018 00:00,36,SE AUTORIZA TRAMO LIBERADO ,,,,,,
,S/N PRORR,16/03/2018 00:00,DGOP/CT/PR/183/18,21/03/2018 00:00,,17/03/2018 00:00,,,,,,
174,497,1,9,05/02/2018 00:00,10,RENIVELACIÓN DE LINEA DE GAS NATURAL ,,,,,,
,S/N PRORR,18/01/2018 00:00,DGOP/CT/027/18,24/01/2018 00:00,,27/01/2018 00:00,,,,,,
175,467,2,17,17/03/2018 00:00,19,INDEFINCIÓN POR PARTE DE SAPAL Y LLUVIAS ,,,,,,
,S/N PRORR,28/02/2018 00:00,DGOP/CT/PR/139/18,06/03/2018 00:00,,28/02/2018 00:00,,,,,,
176,364,1,22,23/02/2018 00:00,19,"TALA DE ARBOL, ATRASO EN EL LABORATORIO DE CALIDAD DE AGUA PARA CONEXIÓN DE SAPAL ",,,,,,
,S/N PRORR,11/01/2018 00:00,DGOP/CT/PR/012/18,18/01/2018 00:00,,01/02/2018 00:00,,,,,,
177,565,1,15,02/04/2018 00:00,19,FUERA DE CATALOGO  DE TALA DE ÁRBOL Y REPARACIÓN DE DESCARGA SANITARIA ,,,,,,
,S/N PRORR,16/03/2018 00:00,DGOP/CT/PR/189/18,21/03/2018 00:00,,18/03/2018 00:00,,,,,,
178,451,1,15,16/02/2018 00:00,18,"FUERA DE CATALOGO LAMINA MULTIPERFORADA, PORTERIA, Y REPARACION DE BARDA PERIMETRAL",S/N PRORR,01/02/2018 00:00,DGOP/CT/PR/075/18,08/02/2018 00:00,,01/02/2018 00:00
