Id_Contrato,Id_Presupuesto,Numero_Contrato,Nombre_Final,Importe,Porcentaje_Anticipo,Importe_Anticipo,Fecha_Firma_Contrato,Fecha_Inicio,Fecha_Termino,Id_Formato_Contrato,Id_Formato_Caratula,Id_Formato_Hoja_Estimaciones,Observaciones,Estatus,Id_Contratista,Id_Supervisor_Interno,Id_Supervisor_Externo,Id_Fuente_Inversion,Fecha_Adjudicacion,Id_Modalidad,Numero_Licitacion,Id_Oficio_Asignacion_Obra,
195,214,G-1810-802-6141-D/0132/2017, PAVIMENTACION DE LA CALLER PRINCIPAL IGNACIO ZARAGOZA UBICACIÓN: COMUNIDAD IGNACIO ZARAGOZA DEL MUNICIPIO DE LEON. ,1703957.11,30,511187.13,Jun  6 2017 12:00AM,Jun  6 2017 12:00AM,Sep 16 2017 12:00AM,10,1,1,17/07/2017 GRIS,EJECUCION,24,NULL,NULL,11,Jul 17 2017 12:00AM,1,D/029-I/2017,0,
196,228,C-5051-611-6141-D/0137/2017,"PAVIMENTACION DE LA CALLE MADRE PATRIA  TRAMO: DE AV. ATOTONILCO A TOPAR, COLONIA. DIEZ DE MAYO.",1427977.5,30,428393.25,Jun 12 2017 12:00AM,Jun 19 2017 12:00AM,Sep 23 2017 12:00AM,10,1,1,17/07/2017 GRIS,EJECUCION,515,NULL,NULL,10,Jul 17 2017 12:00AM,1,,0,
197,173,A-2510-313-6141-D/0143/2017,"MEJORAMIENTO DE LA IMAGEN URBANA ACCESO BLVD. TORRES LANDA (SAN FRANCISCO DEL RINCON), LEON GTO.",10182997.44,30,3054899.23,Jun  9 2017 12:00AM,Jun 12 2017 12:00AM,Sep 15 2017 12:00AM,10,1,1,17/07/2017 GRIS,EJECUCION,16,NULL,NULL,1,Jun  9 2017 12:00AM,1,,0,
198,207,G-5051-809-6141-D/0149/2017,"PAVIMENTACION DE LA CALLE  FRAY RICARDO, TRAMO: DE FRAY FELIPE A PEDRO DE CATANIA, UBICACIÓN: COLONIA AMPLIACION SAN FRANCISCO",2489528.47,30,746858.54,Jun 13 2017 12:00AM,Jun 15 2017 12:00AM,Sep 23 2017 12:00AM,10,1,1,17/07/2017 GRIS,EJECUCION,582,NULL,NULL,11,Jun 13 2017 12:00AM,1,D/031-I/2017,0,
199,213,G-5051-809-6141-D/0155/2017,"PAVIMENTACION DE LA CALLE ANDADOR DEL CERCO, TRAMO: DE LOS BALUARTES A TRONERAS COLONIA EL CASTILLO",369192.47,30,110757.74,Jun 21 2017 12:00AM,Jun 26 2017 12:00AM,Sep 16 2017 12:00AM,10,1,1,17/07/2017 GRIS,EJECUCION,649,NULL,NULL,11,Jul 17 2017 12:00AM,1,,0,
200,229,A-2610-318-6221-E/0166/2017-1,"CONSTRUCCION DE 63 GAVETAS DE ADULTO, 63 GAVETAS INFANTILES Y 126 OSARIOS, PANTEON MUNICIPAL NORTE.",830853.86,30,249256.16,Jun 26 2017 12:00AM,Jul  3 2017 12:00AM,Oct 21 2017 12:00AM,10,1,1,18/07/2017 JORGE,EJECUCION,40,NULL,NULL,1,Jun 12 2017 12:00AM,1,,0,
201,230,A-2610-318-6221-E/0166/2017-2," CONSTRUCCION DE 42 GAVETAS DE ADULTO, 48 GAVETAS INFANTILES, 48 OSARIOS, PANTEON MUNICIPAL DUARTE.",439965.37,30,131989.61,Jun 26 2017 12:00AM,Jul  3 2017 12:00AM,Oct 21 2017 12:00AM,10,1,1,18/07/2017 JORGE,EJECUCION,40,NULL,NULL,1,Jun 12 2017 12:00AM,1,,0,
202,208,A-2510-315-6221-H/0157/2017,"PROYECTO EJECUTIVO DE PLAZA EN EL FACCIONAMIENTO VIBAR, TRAMO: CALLES ARAGON, REFORMA AGRARIA, CONSTANZA Y NUEVA GALICIA; DE PLAZA EN EL FRACCIONAMIENTO EL FARO TRAMO: CALLES FARO DE PUERTO VALLARTA Y FERROCARRILES NACIONALES; DE PLAZA EN EL FRACCIONAMIENTO BOSQUES DE LA PRESA, TRAMO: CALLE BOSQUES DE LAS JACARANDAS, Y BOSQUES DE LA PRIMAVERA; DE PLAZA EN EL FRACCIONAMIENTO SANTA RITA TRAMO: CALLE HOROSCOPO, SANTA EMILIA Y SANTA OLIVIA Y DE PLAZA EN EL FRACCIONAMIENTO VALLE DEL CAMPESTRE (PANORAMA) TRAMO: AV. PANORAMA EQ. BLVD CAMPESTRE LEON, GTO.",507480.15,0,0,Jun 22 2017 12:00AM,Jun 26 2017 12:00AM,Jul 29 2017 12:00AM,10,1,1,CLAU 19/07/2017,EJECUCION,677,NULL,NULL,1,Jul 19 2017 12:00AM,1,,0,
203,232,G-5051-809-6141-D/0163/2017,"PAVIMENTACION DE LA CALLE PURA SANGRE, TRAMO: BLVD. DELTA A PONY, COLONIA EL CARMEN CTM",2631646.67,30,789494,Jun 23 2017 12:00AM,Jun 30 2017 12:00AM,Sep  7 2017 12:00AM,10,1,1,CLAU 19/07/2017,EJECUCION,512,NULL,NULL,11,Jun 23 2017 12:00AM,3,D/039-I/2017,0,
204,210,G-1810-802-6141-D/0129/2017,"PAVIMENTACION DE LA CALLE CIUDADELA, TRAMO: PAVIMENTO EXISTENTE - FIN DEL CAMINO, COMUNIDAD DE SAN CARLOS LA RONCHA.",3563951.89,30,1069185.56,May 22 2017 12:00AM,May 23 2017 12:00AM,Sep 20 2017 12:00AM,10,1,1,CLAU 19/07/2017.XOCH MODIF CTA PROY POR ADENDUM ENTREGADO 31/AGO/2017 DECIA: G-5051-809-6141-D/0129/2017 Y DEBE DECIR: G-1810-802-6141-D/0129/2017,EJECUCION,438,NULL,NULL,11,May 19 2017 12:00AM,3,D/014-I/2017,0,
205,217,G-5051-809-6141-D/0175/2017,"PAVIMENTACION DE LA CALLE RAMON R. DE LA VERA, TRAMO: JOSE MARIA BRITO A JOSE MA. ROA BARCENAS, UBICACIÓN: COL. PERIODISTAS MEXICANOS.",4321442.8,30,1296432.84,Jun 29 2017 12:00AM,Jun 30 2017 12:00AM,Sep  7 2017 12:00AM,10,1,1,CLAU 19/07/2017,EJECUCION,391,NULL,NULL,11,Jun 28 2017 12:00AM,3,D/041-I/2017,0,
206,237,A-2510-315-6121-H/0181/2017,"PROYECTO EJECUTIVO PARA EL TECHO PARA PATIO DE PREESCOLAR EN CALLE ARENA NORTE COLONIA SAN MIGUEL, LEON GTO",104410,0,0,Jun 30 2017 12:00AM,Jul  3 2017 12:00AM,Aug  5 2017 12:00AM,10,1,1,CLAU 20/07/2017XOCH POR ADENDEM MODIF FECHA DE TERM DE 15/JUL A 05/AGO/2017 LO ENTREGAN EL 22/AGO/17,EJECUCION,683,NULL,NULL,1,Jul 20 2017 12:00AM,1,,0,
207,225,A-2110-350-6291-E/0073/2017,"FALDON DE LA FACHADA PERIMETRAL EN EL MERCADO EL CORTIJO, LEON GTO",257052.06,30,77115.62,May  2 2017 12:00AM,May 15 2017 12:00AM,Jun 29 2017 12:00AM,10,1,1,KAREN 21/07/2017,EJECUCION,186,NULL,NULL,1,Apr  5 2017 12:00AM,1,,0,
208,236,A-2510-313-6141-D/0160/2017,"REHABILITACION DE PAVIMENTOS Y MEJORAMIENTO DE IMAGEN URBANA ACCESO BLVD. AEROPUERTO (II ETAPA), LEON GTO.",10747831.82,30,3224349.55,Jun 21 2017 12:00AM,Jun 23 2017 12:00AM,Aug 31 2017 12:00AM,10,1,1,JORGE 21/07/2017,EJECUCION,74,NULL,NULL,1,Jun 20 2017 12:00AM,1,,0,
209,249,G-5051-809-6141-D/0171/2017,PAVIMENTACION DE LA CALLE YACIMIENTO DE TEPETATE TRAMO: BLVD. YACIMIENTO A CALLE YACIMIENTO VOLCANICO,1061967.43,30,318590.23,Jun 29 2017 12:00AM,Jul 10 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,KAREN 25/07/2017,EJECUCION,275,NULL,NULL,11,Jul 25 2017 12:00AM,1,DGOP/00177/CONT/2017,0,
210,242,A-2510-313-6141-D/0177/2017,"REHABILITACION DE LOS PAVIMENTOS DEL ANTIGUO CAMINO A MEXICO, TRAMO DE TAJO DE SANTANA A ACCESO AL FRACC. EL ALAMO, LEON, GTO.",2363416.14,30,709024.84,Jun 29 2017 12:00AM,Jun 30 2017 12:00AM,Sep  7 2017 12:00AM,10,1,1,KAREN 25/07/2017,EJECUCION,418,NULL,NULL,1,Jun 28 2017 12:00AM,3,D/042-l/2017,0,
211,248,G-5051-809-6141-D/0183/2017,"PAVIMENTACION DE LA CALLE PANTALEON FARIAS, TRAMO: ROSA MA. GUTIERREZ A PEDRO MONTES DE OCA, COL. LAS HILAMAS.",4682947.21,30,1404884.16,Jul 10 2017 12:00AM,Jul 11 2017 12:00AM,Oct 31 2017 12:00AM,10,1,1,KAREN 26/07/2017,EJECUCION,365,NULL,NULL,11,Jul  7 2017 12:00AM,3,D/050-l/2017,0,
212,233,A-2410-307-6141-E/0169/2017,"MANTENIMIENTO DE ESTACIONES INTERMEDIAS DEL SIT, MONUMENTO A LA MADRE IMSS T-21, LOS FRENOS, VILLANUEVA, LA LUZ Y BOCANEGRA",1520517.25,30,456155.18,Jun 29 2017 12:00AM,Jul 10 2017 12:00AM,Sep 30 2017 12:00AM,10,1,1,CLAU 26/07/2017,EJECUCION,302,NULL,NULL,1,Jun  6 2017 12:00AM,1,,0,
213,245,G-5051-809-6141-D/0174/2017,PAVIMENTACION DE LA CALLE MIGUEL T. BARRON TRAMO: DE ENRIQUE ARANDA A ARTURO LOZANO MADRAZO COLONIA LEON I,1307374.57,30,392212.37,Jun 29 2017 12:00AM,Jul 10 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,ANA LAURA 26/07/2017,EJECUCION,182,NULL,NULL,11,Apr 10 2018 12:00AM,1,,0,
214,246,C-1816-604-6211-E/0186/2017,"PROGRAMA DE MEJORAMIENTO DE VIVIENDA EN ZONA RURAL CONSTRUCCION DE CUARTO DE BAÑO EN LOCALIDAD: SAN JUDAS, SAN JOSE DEL RESPLANDOR, RANCHO NUEVO LA LUZ, BARRETOS, ESTANCIA LA SANDIA, LOS ARCOS Y PROVIDENCIA.",1478896.04,30,443668.81,Jul 27 2017 12:00AM,Jul 10 2017 12:00AM,Sep 15 2017 12:00AM,10,1,1,ANA LAURA 27/07/2017,EJECUCION,612,NULL,NULL,10,Jul 27 2017 12:00AM,1,,0,
215,193,A-1810-301-6151-D/0144/2017-1,"REHABILITACION DE CAMINO LA SANDIA - EL RAYO, UBICACIÓN: COMUNIDADES, LA SANDIA Y EL RAYO.",313134.29,0,0,Jun 16 2017 12:00AM,Jun 19 2017 12:00AM,Jul 29 2017 12:00AM,10,1,1,KAREN 28/07/2017ANA LAURA MOD. RETENCIONES,EJECUCION,157,NULL,NULL,4,May 24 2017 12:00AM,1,DGOP/00139/CONT/2017,0,
216,194,A-1810-301-6151-D/0144/2017-2,REHABILITACION DE CAMINO LA CINTA-LA SANDIA. UBICACION: LA CINTA Y LA SANDIA.,387304.28,0,0,Jul 28 2017 12:00AM,Jun 19 2017 12:00AM,Jul 29 2017 12:00AM,10,1,1,KAREN 28/07/2017ANA LAURA MOD. RET.,EJECUCION,157,NULL,NULL,4,May 24 2017 12:00AM,1,DGOP/00139/CONT/2017,0,
217,195,A-1810-301-6151-D/0144/2017-3,"REHABILITACION DE CAMINO LA CINTA - EL RAYO, UBICACIÓN: LA CINTA Y EL RAYO, CIUDAD DE LEON, GTO.",257756.95,0,0,Jun 16 2017 12:00AM,Jun 19 2017 12:00AM,Jul 29 2017 12:00AM,10,1,1,KAREN 28/07/2017ANA LAURA MOD. RET.,EJECUCION,157,NULL,NULL,4,May 24 2017 12:00AM,1,DGOP/00139/CONT/2017,0,
218,243,A-2510-311-6131-D/0167/2017,"DICTAMEN Y ESTUDIO DE PARÁMETROS DE OPERACIÓN ELÉCTRICOS Y DE ILUMINACIÓN DE LUMINARIAS TIPO LED´S, LEON GTO.",451996.88,30,135599.06,Jun 30 2017 12:00AM,Jul  3 2017 12:00AM,Jul 21 2017 12:00AM,10,1,1,GRISELDA 28/07/2017,EJECUCION,616,NULL,NULL,1,Jun 29 2017 12:00AM,1,,0,
219,240,A-2510-313-6141-D/0178/2017,"REHABILITACION DEL CAMINO DEL TAJO A SANTANA CPO. ORIENTE, TRAMO DE BLVD. AEROPUERTO A BLVD. TIMOTEO LOZANO, LEON, GTO.",3987823.94,30,1196347.18,Jun 29 2017 12:00AM,Jun 30 2017 12:00AM,Sep  7 2017 12:00AM,10,1,1,28/07/2017 JORGE,EJECUCION,418,NULL,NULL,1,Jun 28 2017 12:00AM,1,,0,
220,239,A-2510-315-6141-H/0190/2017,PROYECTO EJECUTIVO DE LA CALLE PAULINO DURAN TRAMO: BLVD. AGUSTIN TELLEZ CRUCES – CALLE ANGEL VÁZQUEZ NEGRETE COL. LEON I;  PROYECTO EJECUTIVO DE LA CALLE HERCULANO HERNANDEZ DELGADO  TRAMO: PASCUAL HURTAZA – ÁNGEL VAZQUEZ NEGRETE COL. LEON I Y PROYECTO EJECUTIVO DE LA CALLE PASCUAL HURTAZA TRAMO: BLVD. AGUSTIN TELLEZ CRUCES – BLVD. FRANCISCO VILLA COL. LEON I.,483943.64,0,0,Jul 10 2017 12:00AM,Jul 17 2017 12:00AM,Sep  9 2017 12:00AM,10,1,1,JORGE 28/07/2017,EJECUCION,588,NULL,NULL,1,Jun 23 2017 12:00AM,1,,0,
221,261,B-5051-236-6141-D/0196/2017,"PAVIMENTACION DE LA CALLE RAFAEL PORTILLO TRAMO: VASCO DE QUIROGA – GUILLERMO VERA, COLONIA: LEON I.",895000.2,30,268500.06,Jul 14 2017 12:00AM,Jul 24 2017 12:00AM,Oct 28 2017 12:00AM,10,1,1,JORGE 28/07/2017,EJECUCION,219,NULL,NULL,2,Jun 27 2017 12:00AM,1,,0,
224,259,G-5051-809-6141-D/0195/2017,"PAVIMENTACION DE LA CALLE CERRO DE JEREZ 1/2 CUERPO NORTE TRAMO: DE MESA DE LA VIRGEN A EMPATE CON 1/2 CUERPO EXISTENTE, UBICACIÓN: COLONIA CERRITO DE JEREZ.",1586340.94,30,475902.28,Jul 12 2017 12:00AM,Jul 24 2017 12:00AM,Oct 28 2017 12:00AM,10,1,1,KAREN 31/07/2017,EJECUCION,438,NULL,NULL,11,Jun 20 2017 12:00AM,1,DGOP/00179/2017,0,
225,235,A-2110-324-6141-D/0188/2017,"REHABILITACION DE PAVIMENTOS Y ALUMBRADO PUBLICO DEL BLVD. MIGUEL DE CERVANTES SAAVEDRA (FRENTE A CENTRAL DE ABASTOS), LEON, GTO.",5623941.26,30,1687182.38,Jul  7 2017 12:00AM,Jul 10 2017 12:00AM,Nov 10 2017 12:00AM,10,1,1,KAREN 01/08/2017,EJECUCION,418,NULL,NULL,1,Jul  6 2017 12:00AM,3,D/045/2017,0,
226,250,B-5051-236-6141-D/0170/2017,"PAVIMENTACIÓN DE LA CALLE MARINEROS DE SEATTLE TRAMO: ORIOLES A DODGERS DE LOS ANGELES, COLONIA: DEPORTIVA II",466037.9,30,139811.37,Jun 29 2017 12:00AM,Jul 10 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,KAREN 01/08/2017,EJECUCION,649,NULL,NULL,2,Jun 15 2017 12:00AM,1,DGOP/00172/CONT/2017,0,
227,244,A-2510-315-6221-H/0194/2017,"ADECUACIÓN RUTA DEL PEATON SAN JUAN DE DIOS UBICACIÓN: CALLE: IGNACIO ALTAMIRANO, TRAMO: DE BLVD. ESCOBEDO A 5 DE FEBRERO; CALLE: DIAZ MIRON, TRAMO: DE IGNACIO ALTAMIRANO A VICENTE GUERRERO; CALLE: VICENTE GUERRERO, TRAMO: ROSAS MORENO A DIAZ MIRON Y CALLE: ROSAS MORENO, TRAMO: VICENTE GUERRERO A IGNACIO ALTAMIRANO.",600037.57,30,180011.27,Jul 10 2017 12:00AM,Jul 17 2017 12:00AM,Aug 12 2017 12:00AM,10,1,1,KAREN 01/08/2017,EJECUCION,287,NULL,NULL,1,Jun 15 2017 12:00AM,1,DGOP/00170/CONT/2017,0,
228,265,A-2610-318-6221-E/0168/2017-1,"CONSTRUCCION DE 196 OSARIOS, 84 GAVETAS INFANTILES, 70 GAVETAS ADULTO PANTEON SAN NICOLAS",800874.48,30,238658.31,Jun 29 2017 12:00AM,Jul  3 2017 12:00AM,Oct  7 2017 12:00AM,10,1,1,ANA LAURA 01/08/2017,EJECUCION,237,NULL,NULL,1,Jun 13 2017 12:00AM,1,DGOP/00163/CONT/2017,0,
229,266,A-2610-318-6221-E/0168/2017-2,CONSTRUCCION DE 18 GAVETAS DE ADULTO EN EL PANTEON MUNICIPAL DE VAQUERIA.,127532.16,30,39863.68,Jun 29 2017 12:00AM,Jul  3 2017 12:00AM,Oct  7 2017 12:00AM,10,1,1,ANA LAURA 01/08/2017,EJECUCION,237,NULL,NULL,1,Jun 13 2017 12:00AM,1,DGOP/00163/CONT/2017,0,
230,258,G-1810-802-6141-D/0133/2017, PAVIMENTACION DE LA CALLE LUCIO BLANCO - LA LABORCITA COMUNIDAD: LUCIO BLANCO Y LA LABORCITA. ,13915962.98,30,4174788.89,Jun  2 2017 12:00AM,Jun  5 2017 12:00AM,Sep 30 2017 12:00AM,10,1,1,ANA LAURA 01/08/2017,EJECUCION,55,NULL,NULL,11,Aug  1 2017 12:00AM,1,,0,
231,252,B-5051-236-6141-D/0180/2017,PAVIMENTACION DE LA CALLE PASEO DE LAS PALOMAS TRAMO: PASEO DE LOS ZENZONTLES A PASEO DE LOS RUISEÑORES COLONIA SAN ISIDRO SECCIÓN II,1187194.94,30,356158.48,Jun 30 2017 12:00AM,Jul  3 2017 12:00AM,Oct  7 2017 12:00AM,10,1,1,ANA LAURA 01/08/2017,EJECUCION,27,NULL,NULL,2,Jun 30 2017 12:00AM,2,D/044-I/2017,0,
232,234,A-2510-315-6141-H/0192/2017,PROYECTO CALLE: OXIGENO TRAMO: MISION DE LOS FRAILES A BLVD. AGUSTIN TELLES CRUCES COLONIA VALLE DE LAS TORRES,65715.69,0,0,Jul 10 2017 12:00AM,Jul 17 2017 12:00AM,Aug 19 2017 12:00AM,9,1,1,ANA LAURA 01/08/2017,EJECUCION,646,NULL,NULL,1,Jun 15 2017 12:00AM,1,DGOP/00171/CONT/2017,0,
233,221,G-5051-809-6141-D/0162/2017,"PAVIMENTACION DE LA CALLE PRESA DE GUADALUPE, TRAMO: RIO DE LOS CASTILLOS A PASEO DE LA PRESA, UBICACIÓN: COLONIA VALLE HERMOSO",3572789.8,30,1071836.94,Jun 23 2017 12:00AM,Jun 29 2017 12:00AM,Sep  7 2017 12:00AM,10,1,1,ANA LAURA 01/08/2017,EJECUCION,514,NULL,NULL,11,Jun 23 2017 12:00AM,2,D/038-I/2017,0,
234,211,A-2510-315-6221-H/0150/2017,"TRABAJOS COMPLEMENTARIOS DEL PROYECTO EJECUTIVO DE PLAZA DE GALLOS DEL REDONDEL, CALLE JUAREZ, ZONA CENTRO",858548.31,30,257564.49,Jun 16 2017 12:00AM,Jun 19 2017 12:00AM,Aug 12 2017 12:00AM,10,1,1,ANA LAURA 01/08/2017,EJECUCION,656,NULL,NULL,1,Jun  1 2017 12:00AM,1,DGOP/00148/CONT/2017,0,
235,251,G-5051-809-6141-D/0185/2017,"PAVIMENTACION DE LA CALLE ASTROS DE HOUSTON, TRAMO: ORIOLES DE BALTIMORE A BLVD. VASCO DE QUIROGA, UBICACIÓN: COLONIA DEPORTIVA II.",1473697.27,30,442109.18,Jul 10 2017 12:00AM,Jul 11 2017 12:00AM,Oct 31 2017 12:00AM,10,1,1,GRISELDA 03/08/2017,EJECUCION,692,NULL,NULL,11,Jul  7 2017 12:00AM,1,,0,
236,218,A-2510-315-6141-H/0179/2017,PROYECTO CALLE ETA TRAMO: OMEGA - OMICRON  COLONIA INDUSTRIAL DELTA; PROYECTO CALLE: BALCON DE LOS TURACOS TRAMO: BALCON DE LOS CANGUROS- BALCON DE LOS RUISEÑORES COLONIA COLINAS DE LA HACIENDA.,266738.47,0,0,Aug  3 2017 12:00AM,Jul 10 2017 12:00AM,Sep 30 2017 12:00AM,10,1,1,GRISELDA 03/08/2017,EJECUCION,665,NULL,NULL,1,Aug  3 2017 12:00AM,1,,0,
237,263,C-1816-6021-6211-E/0207/2017,"PROGRAMA DE MEJORAMIENTO DE VIVIENDA EN ZONA RURAL, CUARTO ADICIONAL TRAMO: RANCHO NUEVO LA VENTA, LA RESERVA, CORRAL DE PIEDRA Y REFUGIO DE ROSAS.",1036532.99,30,310959.9,Jul 18 2017 12:00AM,Jul 24 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,KAREN 03/08/2017,EJECUCION,633,NULL,NULL,10,Jun 27 2017 12:00AM,1,DGOP/00197/CONT/2017,0,
238,267,A-2510-315-6141-H/0189/2017-2,DIAGNÓSTICO DEL BLVD. TIMOTEO LOZANO TRAMO: BLVD. HERMANOS ALDAMA – AV. JUAREZ UBICACIÓN: VARIAS COLONIAS,83300.74,0,0,Jul 10 2017 12:00AM,Jul 17 2017 12:00AM,Aug 12 2017 12:00AM,10,1,1,KAREN 03/08/2017,EJECUCION,529,NULL,NULL,1,Jun 15 2017 12:00AM,1,DGOP/00169/CONT/2017,0,
239,268,A-2510-315-6121-H/0189/2017-1,DIAGNÓSTICO DEL BLVD. HERMANOS ALDAMA TRAMO: BLVD. MARIANO ESCOBEDO – BLVD. TIMOTEO LOZANO UBICACIÓN: VARIAS COLONIAS.,87192.5,0,0,Jul 10 2017 12:00AM,Jul 17 2017 12:00AM,Aug 12 2017 12:00AM,10,1,1,KAREN 03/08/2017,EJECUCION,529,NULL,NULL,1,Jun 15 2017 12:00AM,1,DGOP/00169/CONT/2017,0,
240,271,G-5051-809-6141-D/0182/2017,"PAVIMENTACIONDE LA CALLE ZANTE, TRAMO: HADES A EOLO, UBICACION: COLONIA LA ERMITA.",2590343.99,30,777103.2,Jul 10 2017 12:00AM,Jul 11 2017 12:00AM,Oct 31 2017 12:00AM,10,1,1,KAREN 04/08/2017,EJECUCION,438,NULL,NULL,11,Jul  7 2017 12:00AM,1,D/051-l/2017,0,
241,272,A-2510-315-6141-H/0191/2017,PROYECTO CALLE: FELIZ ROMERO TRAMO: JOSE MARIA DE LA TORRE – JOSE MARIA BRITO UBICACIÓN: COLONIA PERIODISTAS Y PROYECTO CALLE: SARTRE TRAMO: PASCAL – BALCONES DE LA JOYA UBICACIÓN: COLONIA BALCONES DE LA JOYA.,334928.53,0,0,Jul 10 2017 12:00AM,Jul 17 2017 12:00AM,Sep  9 2017 12:00AM,10,1,1,GRISELDA 04/08/2017,EJECUCION,359,NULL,NULL,1,Aug  4 2017 12:00AM,1,,0,
242,255,G-5051-809-6141-D/0172/2017,"PAVIMENTACION DE LA CALLE JUDIA (ANTES ANDADOR HABICHUELA ANTES COLIBRI) TRAMO: DE JUDIA A DULCINEA DEL TOBOSO, COL. VALLE HERMOSO",554569.44,30,166370.83,Jun 30 2017 12:00AM,Jul 10 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,JORGE 08/08/2017,EJECUCION,49,NULL,NULL,11,Jun 20 2017 12:00AM,1,,0,
243,264,C-1816-604-6211-E/0202/2017,"PROGRAMA DE MEJORAMIENTO DE VIVIENDA EN ZONA RURAL, TECHO DIGNO LOCALIDAD: LOS ALISOS, SAN ANTONIO DEL GIGANTE, EL GIGANTE, SAUZ SECO, ESTANCIA DE OTATES, CUESTA BLANCA, NUEVO VALLE DE MORENO, DERRAMADERO Y VAQUERIAS.",1260450.62,30,378135.19,Jul 14 2017 12:00AM,Jul 24 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,JORGE 08/08/2017,EJECUCION,672,NULL,NULL,10,Jun 27 2017 12:00AM,1,,0,
244,270,C-1816-6021-6211-E/0208/2017,"PROGRAMA DE MEJORAMIENTO DE VIVIENDA EN ZONA RURAL, CUARTO ADICIONAL LOCALIDAD: POMPA, EL RAMILLETE, PUERTA DE SAN GERMAN, ESTANCIA DE LOS SAPOS, SAN JOSE DE LOS SAPOS, Y SAN PEDRO DEL MONTE.",1411223.51,30,423367.05,Jul 21 2017 12:00AM,Jul 24 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,JORGE 08/08/2017,EJECUCION,172,NULL,NULL,10,Jul 27 2017 12:00AM,1,,0,
245,274,C-1816-635-6111-E/0216/2017,"PROGRAMA DE MEJORAMIENTO DE VIVIENDA SUMINISTRO Y COLOCACION DE CALENTADORES SOLARES, COLONIA: LEON I LEON, GTO.",1389859.13,30,416957.74,Jul 24 2017 12:00AM,Jul 31 2017 12:00AM,Oct 21 2017 12:00AM,10,1,1,JORGE 08/08/2017,EJECUCION,578,NULL,NULL,10,Jul  4 2017 12:00AM,1,,0,
246,280,G-5051-809-6141-D/0184/2017,"PAVIMENTACIÓN DE LA CALLE EXPÓS DE MONTREAL, TRAMO: BLVD REAL MADRID A TIGRES DE DETROIT, UBICACIÓN: COLONIA DEPORTIVA II.",1445446.59,30,433633.98,Jul 10 2017 12:00AM,Jul 11 2017 12:00AM,Oct 31 2017 12:00AM,10,1,1,JORGE 08/08/2017,EJECUCION,303,NULL,NULL,11,Jul  7 2017 12:00AM,1,,0,
247,262,C-1816-604-6211-E/0187/2017,"PROGRAMA DE MEJORAMIENTO DE VIVIENDA EN ZONA RURAL CONSTRUCCION DE CUARTO EN BAÑO EN LA LOCALIDAD: ALFARO, LA PATIÑA, HACIENDA ARRIBA, LA LABORCITA, IGNACIO ZARAGOZA, ALBARRADONES, SAN JOSE DE LOS ROMEROS, LOS SAUCES, GUADALUPE VICTORIA, SANTA ANA DEL CONDE, BENITO JUAREZ Y RAFAEL DE LOS RAMIREZ.",2147668.72,30,644300.62,Jul  7 2017 12:00AM,Jul 10 2017 12:00AM,Oct 21 2017 12:00AM,10,1,1,KAREN 14/08/2017,EJECUCION,289,NULL,NULL,10,Jul  6 2017 12:00AM,1,D/047-l/2017,0,
248,273,C-1816-604-6211-E/0205/2017,"PROGRAMA DE MEJORAMIENTO DE VIVIENDA RURAL, CUARTO DE BAÑO, LOCALIDAD: EL NACIMIENTO, LA MORA, PUERTA DEL CERRO, POMPA, ESTANCIA DE LOS SAPOS Y SAN JOSE DE LOS SAPOS.",1111315.97,30,333394.79,Jul 14 2017 12:00AM,Jul 24 2017 12:00AM,Oct 14 2017 12:00AM,10,1,1,KAREN 14/08/2017,EJECUCION,669,NULL,NULL,10,Jul 27 2017 12:00AM,1,DGOP/00202/CONT/2017,0,
249,269,A-2510-314-6141-D/0213/2017,"PAVIMENTACION DEL BLVD. JORGE VERTIZ CAMPERO 1RA ETAPA TRAMO: DE BLVD. JOSE MARIA MORELOS A BLVD. LAS TORRES, COL. FRAC. CAÑADAS DE ALFARO.",24359859.54,30,7307957.86,Jul 21 2017 12:00AM,Jul 24 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,KAREN 11/08/2017,EJECUCION,482,NULL,NULL,1,Jul 20 2016 12:00AM,1,D/054/2017,0,
250,281,E-2310-751-3591-E/0210/2017,MANTENIMIENTO Y DIAGNOSTICO DE FUENTES 2DA ETAPA EN EL MUNICIPIO DE LEON GTO.,966857.7,30,290057.32,Jul 20 2017 12:00AM,Jul 31 2017 12:00AM,Nov  4 2017 12:00AM,10,1,1,KAREN 11/08/2017,EJECUCION,148,NULL,NULL,12,Jun 29 2017 12:00AM,1,DGOP/00208/CONT/2017,0,
